key,value,color,los,buffer,anchor,water,description
tourism,viewpoint,#d97706,False,False,False,False,"A place worth visiting, often high, with a good view of surrounding countryside or notable buildings."
tourism,wilderness_hut,#d97706,False,False,False,False,"A remote building, typically unserviced, providing temporary shelter and sleeping accommodation."
tourism,zoo,#d97706,False,False,False,False,"A zoological garden, where animals are confined for viewing by the public."
water,basin,#6ba3bd,True,True,False,True,An area of land artificially graded to hold water. Includes also structures typically without water.
water,canal,#6ba3bd,True,True,False,True,The area covered by the water of a canal
water,ditch,#6ba3bd,True,True,False,True,The water covered area of a waterway=ditch - a simple artificial waterway serving as a barrier or for draining surrounding land.
water,fish_pass,#6ba3bd,False,False,False,False,Area of a fish pass for the fish to pass waterway dams or weirs. Should contain tag:waterway=fish_pass way inside.
water,lagoon,#6ba3bd,True,True,False,True,A body of shallow sea water or brackish water separated from the sea by a barrier.
water,lake,#6ba3bd,True,True,False,True,A natural or semi-natural body of relatively still fresh or salt water which is surrounded by land.
water,lock,#6ba3bd,True,True,False,True,Water area of the lock chamber.
water,moat,#6ba3bd,True,True,False,True,"A deep, wide defensive ditch, normally filled with water, dug to surround a fortified habitation."
water,oxbow,#6ba3bd,True,True,False,True,U-shaped body of water formed when a wide meander from the main stem of a river is cut off to create a lake.
water,pond,#6ba3bd,True,True,False,True,"A small body of standing water, man-made in most cases"
water,reflecting_pool,#6ba3bd,True,True,False,True,"A shallow pool of water, undisturbed by fountain jets, for a calm reflective surface, often found in gardens, squares or at memorial sites"
water,reservoir,#6ba3bd,True,True,False,True,An artificial lake which may be used to store water. Usually formed by a dam over a natural water course.
water,river,#6ba3bd,True,True,False,True,The water covered area of a river.
water,stream_pool,#6ba3bd,True,True,False,True,"A stream pool: a small but relatively deep collection of fresh water, occurring along a narrow stream."
water,wastewater,#6ba3bd,False,False,False,False,A clarifier or settling basin of a wastewater treatment plant.
waterway,boatyard,#6ba3bd,False,False,False,False,"A place for constructing, repairing and storing vessels out of the water."
waterway,canal,#6ba3bd,True,True,False,True,"An artificial open flow waterway used to carry useful water for transportation, waterpower, or irrigation."
waterway,dam,#6ba3bd,True,True,False,True,A barrier built across a river or stream to block and regulate the flow of the river.
waterway,ditch,#6ba3bd,True,True,False,True,"A small artificial drainage waterway, usually unlined."
waterway,dock,#6ba3bd,False,False,False,False,"An enclosed area for ships or boats within which the height of the water can be managed, or a dry dock."
waterway,drain,#6ba3bd,True,True,False,True,"An artificial free flow waterway used for carrying superfluous water, usually lined with concrete."
waterway,fairway,#6ba3bd,True,True,False,True,"A navigable route in a lake or sea, often marked by buoys or beacons."
waterway,fuel,#6ba3bd,False,False,False,False,A place to get fuel for boats
waterway,lock_gate,#6ba3bd,False,False,False,False,A gate of a lock used to raise or lower boats.
waterway,pressurised,#6ba3bd,False,False,False,False,An artificial waterway where water flows in a closed space without air
waterway,river,#6ba3bd,True,True,False,True,"The linear flow of a river, in flow direction."
waterway,riverbank,#6ba3bd,True,True,False,True,"Using this tag is discouraged, use tag:natural=water + tag:water=river instead."
waterway,soakhole,#6ba3bd,False,False,False,False,The point at which a river or stream percolates into or through the soil
waterway,stream,#6ba3bd,True,True,False,True,A naturally-forming waterway that is too narrow to be classed as a river.
waterway,tidal_channel,#6ba3bd,True,True,False,True,"A natural intertidal waterway in mangroves, salt marshes, and tidal flats with water flow in the direction of the tide."
waterway,turning_point,#6ba3bd,False,False,False,False,"A place to turn the driving direction for vessels, where the boats are longer than the river/canal is wide."
waterway,water_point,#6ba3bd,False,False,False,False,A place to fill fresh water holding tanks of a boat.
waterway,waterfall,#6ba3bd,True,True,False,True,A place where water flows over a vertical drop or a series of drops in the course of a stream or river.
waterway,weir,#6ba3bd,True,True,False,True,A barrier built across a river to control water speed and depth. Designed to let water flow over the top all the time or at least in specific conditions.
